"headphones_speakers","headphones_speakers_other","age","educ","race","race_other","sex","residence","residence_other","pol_ideology","pol_party","pol_party_other","suspicion","suspicion_other","mc_name","mc_name_do","mc_race_w","mc_race_b","b_race_name_1","b_race_name_2","b_race_name_3","b_race_name_4","b_race_name_5","b_race_name_6","b_race_name_7","b_race_name_8","b_race_name_do","w_race_name_1","w_race_name_2","w_race_name_3","w_race_name_4","w_race_name_5","w_race_name_6","w_race_name_7","w_race_name_8","w_race_name_do","feedback","mc_name_score","cond_do","name_1","voice_1","name_2","voice_2","name_3","voice_3","name_4","voice_4","mc_race_q_do","race_name_q_do","idvoice_1","idvoice_2","idvoice_3","idvoice_4","trust_1","trust_2","trust_3","trust_4","dom_1","dom_2","dom_3","dom_4","threat_1","threat_2","threat_3","threat_4","intell_1","intell_2","intell_3","intell_4","comm_1","comm_2","comm_3","comm_4","prob_1","prob_2","prob_3","prob_4","conf_1","conf_2","conf_3","conf_4","trait_do1","trait_do2","trait_do3","trait_do4","team_1","team_2","team_3","team_4","frnd_1","frnd_2","frnd_3","frnd_4","neighbr_1","neighbr_2","neighbr_3","neighbr_4","employee_1","employee_2","employee_3","employee_4","boss_1","boss_2","boss_3","boss_4","role_do1","role_do2","role_do3","role_do4","thoughts1","thoughts2","thoughts3","thoughts4","leadership_1","leadership_2","leadership_3","leadership_4","trust_rev1","trust_rev2","trust_rev3","trust_rev4","threatpotential_1","threatpotential_2","threatpotential_3","threatpotential_4","id"
"Speakers",NA,44,"Professional degree (JD, MD)","White",NA,"Female","Suburban",NA,2,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Terrell,Brad,Logan","Lucas|Aiden|Brad|William|Tyrone|Jackson|Logan|Terrell","3","1",50,30,10,10,70,60,80,70,"Keyshawn|Brett|Terrell|Deshawn|Logan|Brad|Scott|Tyrone",80,50,90,80,20,65,10,30,"Scott|Terrell|Brad|Brett|Deshawn|Logan|Keyshawn|Tyrone",NA,4,"FL_145|FL_146|FL_147|FL_144","Tyrone","h","Terrell","b","Brad","f","Logan","a","Q84|Q82","Q54|Q55",6861,3890,3553,5999,65,70,35,65,40,75,50,60,10,55,35,50,60,80,40,60,75,85,45,70,50,85,40,65,80,90,40,75,"Intelligent|Like they are an effective communicator|Dominant|Threatening|Like they are a problem-solver|Trustworthy|Confident","Intelligent|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Confident|Dominant|Threatening","Like they are an effective communicator|Like they are a problem-solver|Confident|Dominant|Trustworthy|Intelligent|Threatening","Confident|Dominant|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Threatening|Intelligent",60,75,40,60,65,75,30,45,70,75,50,60,60,70,30,60,50,60,20,60,"your neighbor?|your close friend?|your employee?|your work project team member?|your boss?","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","your work project team member?|your employee?|your neighbor?|your boss?|your close friend?","your boss?|your close friend?|your work project team member?|your employee?|your neighbor?","No","The person's voice is clear and well-modulated.","He doesn't enunciate enough.","He speaks in a monotone.",66.25,85,41.25,67.5,35,30,65,35,37.5,52.5,57.5,47.5,436
"Headphones",NA,65,"Some college but no degree","White",NA,"Male","Rural",NA,6,"Republican",NA,"The study is about predicting personality from voices",NA,"Terrell,Scott,Grayson,William","Grayson|Noah|Scott|William|Brett|Elijah|Deshawn|Terrell","Unsure","Unsure",27,27,30,31,56,61,50,59,"Tyrone|Keyshawn|Deshawn|Logan|Scott|Terrell|Brad|Brett",70,71,69,75,52,40,52,29,"Brad|Tyrone|Logan|Scott|Terrell|Deshawn|Keyshawn|Brett","there were no at all that i could tell",2,"FL_145|FL_147|FL_146|FL_144","Terrell","g","Deshawn","d","Brett","c","Scott","a","Q82|Q84","Q54|Q55",6754,2593,7187,5999,54,75,51,66,42,11,49,50,31,9,10,29,80,79,82,69,72,81,81,75,53,51,55,54,73,79,76,58,"Dominant|Threatening|Like they are an effective communicator|Trustworthy|Confident|Intelligent|Like they are a problem-solver","Like they are an effective communicator|Threatening|Like they are a problem-solver|Confident|Intelligent|Trustworthy|Dominant","Trustworthy|Like they are an effective communicator|Intelligent|Threatening|Like they are a problem-solver|Confident|Dominant","Dominant|Like they are a problem-solver|Confident|Trustworthy|Threatening|Intelligent|Like they are an effective communicator",54,79,72,73,66,50,75,74,64,54,61,69,61,79,53,72,62,46,67,71,"your employee?|your neighbor?|your close friend?|your work project team member?|your boss?","your employee?|your work project team member?|your neighbor?|your close friend?|your boss?","your work project team member?|your close friend?|your boss?|your employee?|your neighbor?","your boss?|your close friend?|your neighbor?|your work project team member?|your employee?","very understandable","the voice is neutral","very clear and understandable",NA,69.5,72.5,73.5,64,46,25,49,34,44,18,49,42,437
"Speakers",NA,29,"Master's degree","Asian",NA,"Male","Urban",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Terrell,Keyshawn,Logan","Jackson|William|Scott|Noah|Terrell|Aiden|Keyshawn|Logan","4","0",40,45,40,55,95,90,95,85,"Keyshawn|Brad|Brett|Logan|Terrell|Scott|Tyrone|Deshawn",45,45,45,33,5,5,5,5,"Deshawn|Tyrone|Keyshawn|Logan|Scott|Brad|Terrell|Brett",NA,3,"FL_144|FL_146|FL_145|FL_147","Keyshawn","f","Terrell","a","Scott","b","Logan","d","Q84|Q82","Q54|Q55",3553,5999,3890,2593,60,60,70,60,30,45,50,40,10,20,10,30,70,70,65,50,40,40,55,45,60,75,50,60,70,80,70,80,"Intelligent|Dominant|Like they are a problem-solver|Threatening|Confident|Like they are an effective communicator|Trustworthy","Confident|Trustworthy|Like they are a problem-solver|Dominant|Intelligent|Threatening|Like they are an effective communicator","Trustworthy|Threatening|Like they are an effective communicator|Like they are a problem-solver|Dominant|Confident|Intelligent","Confident|Like they are an effective communicator|Threatening|Trustworthy|Like they are a problem-solver|Intelligent|Dominant",80,65,80,40,60,40,60,20,70,70,80,60,80,60,80,40,40,30,50,20,"your neighbor?|your close friend?|your employee?|your work project team member?|your boss?","your close friend?|your employee?|your boss?|your neighbor?|your work project team member?","your employee?|your neighbor?|your close friend?|your boss?|your work project team member?","your work project team member?|your neighbor?|your boss?|your employee?|your close friend?","",NA,NA,NA,60,66.25,60,58.75,40,40,30,40,35,42.5,40,40,438
"Speakers",NA,63,"Some college but no degree","White",NA,"Male","Suburban",NA,3,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Tyrone,Scott,Brad","Elijah|Grayson|Brad|Liam|Deshawn|Lucas|Scott|Tyrone","Unsure","2",50,50,50,50,76,77,76,77,"Scott|Logan|Brad|Brett|Keyshawn|Terrell|Deshawn|Tyrone",56,50,51,65,27,50,14,18,"Tyrone|Brad|Deshawn|Brett|Keyshawn|Terrell|Scott|Logan",NA,4,"FL_145|FL_146|FL_147|FL_144","Tyrone","g","Deshawn","f","Scott","a","Brad","e","Q84|Q82","Q55|Q54",6754,3553,5999,4143,56,49,53,58,29,50,46,55,20,38,39,39,63,68,66,69,61,58,71,72,61,58,63,60,60,83,69,61,"Threatening|Confident|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Dominant|Intelligent","Trustworthy|Confident|Dominant|Like they are an effective communicator|Intelligent|Threatening|Like they are a problem-solver","Like they are an effective communicator|Intelligent|Like they are a problem-solver|Trustworthy|Confident|Threatening|Dominant","Confident|Dominant|Trustworthy|Like they are a problem-solver|Intelligent|Like they are an effective communicator|Threatening",62,72,57,73,51,52,57,58,54,62,70,64,54,70,65,66,43,69,57,70,"your close friend?|your neighbor?|your employee?|your boss?|your work project team member?","your employee?|your close friend?|your neighbor?|your work project team member?|your boss?","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","your boss?|your work project team member?|your close friend?|your employee?|your neighbor?","",NA,NA,NA,61.25,66.75,67.25,65.5,44,51,47,42,36.5,50.5,46.5,48.5,439
"Headphones",NA,56,"Professional degree (JD, MD)","White",NA,"Male","Suburban",NA,1,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Terrell,Scott,Brett","Noah|Liam|Scott|Elijah|Tyrone|Grayson|Terrell|Brett","3","1",51,6,0,52,100,95,100,81,"Terrell|Scott|Deshawn|Keyshawn|Brad|Tyrone|Logan|Brett",91,100,100,98,4,7,0,5,"Scott|Tyrone|Brett|Brad|Deshawn|Terrell|Logan|Keyshawn",NA,4,"FL_144|FL_147|FL_146|FL_145","Terrell","c","Tyrone","b","Scott","h","Brett","g","Q82|Q84","Q54|Q55",7187,3890,6861,6754,66,86,70,56,44,66,29,37,3,20,6,19,50,83,70,38,43,86,67,56,44,84,66,40,65,82,40,55,"Intelligent|Like they are an effective communicator|Like they are a problem-solver|Dominant|Confident|Trustworthy|Threatening","Confident|Intelligent|Dominant|Like they are a problem-solver|Trustworthy|Like they are an effective communicator|Threatening","Confident|Dominant|Like they are a problem-solver|Like they are an effective communicator|Threatening|Intelligent|Trustworthy","Confident|Like they are an effective communicator|Dominant|Threatening|Intelligent|Like they are a problem-solver|Trustworthy",61,62,51,66,62,62,71,66,60,68,66,66,41,70,70,71,34,64,65,43,"your neighbor?|your work project team member?|your boss?|your employee?|your close friend?","your work project team member?|your close friend?|your boss?|your neighbor?|your employee?","your boss?|your neighbor?|your work project team member?|your employee?|your close friend?","your employee?|your boss?|your neighbor?|your close friend?|your work project team member?","",NA,NA,NA,50.5,83.75,60.75,47.25,34,14,30,44,39,40,29.5,40.5,440
"Headphones",NA,25,"Bachelor's degree in college (4-year)","White,Black or African American,Asian",NA,"Female","Urban",NA,0,"None",NA,"The study is about predicting personality from voices",NA,"Deshawn,Tyrone,Brad,Brett","Elijah|William|Brett|Grayson|Brad|Lucas|Tyrone|Deshawn","4","0",36,44,41,12,92,65,96,83,"Tyrone|Brad|Brett|Deshawn|Logan|Terrell|Keyshawn|Scott",94,63,81,93,13,18,7,36,"Terrell|Logan|Brad|Tyrone|Brett|Keyshawn|Scott|Deshawn",NA,4,"FL_144|FL_145|FL_146|FL_147","Tyrone","e","Deshawn","c","Brad","h","Brett","d","Q82|Q84","Q54|Q55",4143,7187,6861,2593,52,67,75,70,21,78,77,77,0,0,0,1,65,74,84,55,46,70,73,64,57,82,81,58,32,79,87,84,"Threatening|Like they are an effective communicator|Like they are a problem-solver|Confident|Trustworthy|Dominant|Intelligent","Threatening|Like they are an effective communicator|Like they are a problem-solver|Confident|Trustworthy|Intelligent|Dominant","Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Dominant|Confident|Intelligent|Threatening","Like they are a problem-solver|Like they are an effective communicator|Threatening|Intelligent|Trustworthy|Dominant|Confident",62,61,77,65,20,59,81,72,67,67,84,72,62,80,80,70,46,85,83,69,"your close friend?|your employee?|your work project team member?|your boss?|your neighbor?","your work project team member?|your neighbor?|your close friend?|your employee?|your boss?","your work project team member?|your boss?|your employee?|your close friend?|your neighbor?","your boss?|your close friend?|your neighbor?|your work project team member?|your employee?","",NA,NA,NA,50,76.25,81.25,65.25,48,33,25,30,34.5,55.5,51,53.5,441
"Headphones",NA,66,"Associate degree in college (2-year)","White",NA,"Female","Suburban",NA,6,"Republican",NA,"The study is about predicting personality from voices",NA,"Deshawn,Brad,Logan","Jackson|Aiden|Deshawn|Lucas|Logan|Liam|Keyshawn|Brad","3","1",2,2,2,3,100,100,100,100,"Keyshawn|Brad|Terrell|Brett|Logan|Scott|Deshawn|Tyrone",100,100,100,100,5,3,3,4,"Deshawn|Brad|Brett|Logan|Tyrone|Terrell|Scott|Keyshawn",NA,3,"FL_144|FL_146|FL_145|FL_147","Keyshawn","f","Deshawn","e","Brad","a","Logan","c","Q84|Q82","Q54|Q55",3553,4143,5999,7187,51,50,52,31,3,18,50,71,1,10,5,16,4,43,54,65,7,41,49,77,1,22,34,59,1,32,51,64,"Dominant|Like they are an effective communicator|Intelligent|Threatening|Like they are a problem-solver|Confident|Trustworthy","Confident|Trustworthy|Threatening|Like they are an effective communicator|Like they are a problem-solver|Intelligent|Dominant","Trustworthy|Threatening|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Dominant|Confident","Threatening|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Confident|Dominant|Intelligent",7,41,59,36,58,51,44,53,52,53,59,49,21,55,61,26,5,12,54,46,"your neighbor?|your employee?|your work project team member?|your boss?|your close friend?","your work project team member?|your employee?|your neighbor?|your boss?|your close friend?","your work project team member?|your neighbor?|your close friend?|your employee?|your boss?","your employee?|your work project team member?|your boss?|your close friend?|your neighbor?","he sounded bored.",NA,NA,NA,3.25,34.5,47,66.25,49,50,48,69,26,34,49,70,442
"Headphones",NA,20,"Bachelor's degree in college (4-year)","Hispanic/Latino",NA,"Female","Suburban",NA,4,"None",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Brad,Brett","Lucas|William|Brett|Elijah|Keyshawn|Grayson|Deshawn|Brad","4","0",45,25,25,25,95,100,95,95,"Tyrone|Keyshawn|Terrell|Scott|Brett|Deshawn|Logan|Brad",90,95,95,95,0,0,5,5,"Terrell|Scott|Tyrone|Keyshawn|Logan|Deshawn|Brad|Brett","Very good job on the survey, no issues at all!",4,"FL_144|FL_147|FL_145|FL_146","Deshawn","g","Keyshawn","a","Brett","e","Brad","h","Q84|Q82","Q54|Q55",6754,5999,4143,6861,45,40,30,80,5,40,15,95,0,30,0,5,70,30,20,90,45,80,20,90,55,40,15,0,30,55,5,95,"Intelligent|Like they are a problem-solver|Threatening|Confident|Like they are an effective communicator|Trustworthy|Dominant","Like they are an effective communicator|Like they are a problem-solver|Confident|Trustworthy|Threatening|Intelligent|Dominant","Threatening|Confident|Like they are a problem-solver|Trustworthy|Like they are an effective communicator|Intelligent|Dominant","Like they are an effective communicator|Like they are a problem-solver|Intelligent|Trustworthy|Threatening|Dominant|Confident",60,0,10,100,5,0,30,40,60,0,40,100,5,5,10,100,0,0,0,85,"your work project team member?|your close friend?|your boss?|your employee?|your neighbor?","your close friend?|your employee?|your boss?|your neighbor?|your work project team member?","your employee?|your work project team member?|your neighbor?|your close friend?|your boss?","your employee?|your work project team member?|your neighbor?|your boss?|your close friend?","The voice seemed a little unsure.","This voice sounded very dull and uninterested.","This voice sounded pretty average. It did not seem to convey much emotion, negative or positive.","This voice read much smoother than the other.",50,51.25,15,68.75,55,60,70,20,30,50,42.5,57.5,443
"Headphones",NA,35,"Associate degree in college (2-year)","White",NA,"Male","Suburban",NA,3,"Democratic",NA,"The study is about predicting personality from voices",NA,"Keyshawn,Logan","Grayson|Elijah|Tyrone|Liam|Scott|Noah|Keyshawn|Logan","2","1",7,23,0,0,100,100,100,100,"Logan|Scott|Terrell|Deshawn|Tyrone|Keyshawn|Brett|Brad",80,68,95,81,0,0,0,0,"Keyshawn|Brett|Scott|Tyrone|Brad|Deshawn|Logan|Terrell",NA,2,"FL_144|FL_145|FL_147|FL_146","Tyrone","b","Keyshawn","h","Logan","e","Scott","a","Q82|Q84","Q54|Q55",3890,6861,4143,5999,84,86,54,30,50,15,10,76,0,1,1,80,72,92,85,49,85,29,22,42,50,48,19,49,84,87,24,91,"Like they are a problem-solver|Confident|Threatening|Intelligent|Like they are an effective communicator|Trustworthy|Dominant","Intelligent|Threatening|Like they are a problem-solver|Like they are an effective communicator|Confident|Trustworthy|Dominant","Dominant|Like they are a problem-solver|Intelligent|Like they are an effective communicator|Confident|Trustworthy|Threatening","Threatening|Trustworthy|Like they are an effective communicator|Dominant|Confident|Like they are a problem-solver|Intelligent",78,50,39,20,79,52,38,19,80,52,39,19,78,52,39,19,78,52,38,19,"your neighbor?|your close friend?|your boss?|your work project team member?|your employee?","your work project team member?|your close friend?|your boss?|your neighbor?|your employee?","your work project team member?|your employee?|your boss?|your neighbor?|your close friend?","your boss?|your neighbor?|your employee?|your work project team member?|your close friend?","No","This jawn don’t  sound like the dude is from Philly","No","No",72.75,64,37.5,57.75,16,14,46,70,33,14.5,28,73,444
"Speakers",NA,45,"Master's degree","White",NA,"Female","Rural",NA,0,"Democratic",NA,"I do not know what the study is about",NA,"Deshawn,Scott,Brad","Liam|Lucas|Keyshawn|Elijah|Scott|Jackson|Deshawn|Brad","3","1",20,8,30,30,84,64,81,79,"Tyrone|Keyshawn|Terrell|Deshawn|Logan|Brad|Brett|Scott",89,84,65,68,20,21,9,21,"Brett|Brad|Terrell|Deshawn|Tyrone|Keyshawn|Logan|Scott",NA,3,"FL_145|FL_144|FL_147|FL_146","Deshawn","b","Keyshawn","g","Brad","h","Scott","f","Q82|Q84","Q54|Q55",3890,6754,6861,3553,56,57,65,38,56,25,40,5,1,64,26,7,88,55,78,33,55,35,75,27,78,37,72,10,87,37,76,17,"Like they are an effective communicator|Trustworthy|Dominant|Threatening|Intelligent|Confident|Like they are a problem-solver","Confident|Like they are an effective communicator|Dominant|Trustworthy|Threatening|Intelligent|Like they are a problem-solver","Dominant|Trustworthy|Threatening|Confident|Like they are an effective communicator|Like they are a problem-solver|Intelligent","Trustworthy|Confident|Threatening|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Dominant",83,62,70,35,53,62,72,30,85,62,75,33,75,67,68,24,56,36,67,26,"your work project team member?|your employee?|your neighbor?|your boss?|your close friend?","your work project team member?|your neighbor?|your employee?|your boss?|your close friend?","your close friend?|your neighbor?|your boss?|your employee?|your work project team member?","your boss?|your work project team member?|your neighbor?|your close friend?|your employee?","no",NA,NA,NA,77,41,75.25,21.75,44,43,35,62,50,34,37.5,33.5,445
"Speakers",NA,20,"Some college but no degree","White",NA,"Male","Suburban",NA,1,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Brad,Brett","William|Grayson|Terrell|Noah|Brad|Aiden|Deshawn|Brett","2","2",45,25,35,40,80,70,80,75,"Brad|Logan|Deshawn|Keyshawn|Terrell|Brett|Scott|Tyrone",50,65,60,60,15,20,15,20,"Tyrone|Keyshawn|Terrell|Deshawn|Brad|Logan|Scott|Brett",NA,4,"FL_144|FL_147|FL_146|FL_145","Deshawn","a","Terrell","f","Brad","g","Brett","h","Q84|Q82","Q54|Q55",5999,3553,6754,6861,65,50,75,55,55,35,15,55,30,51,25,50,70,50,50,65,75,35,30,75,70,50,50,60,50,45,25,75,"Dominant|Like they are an effective communicator|Threatening|Like they are a problem-solver|Trustworthy|Confident|Intelligent","Confident|Dominant|Intelligent|Like they are an effective communicator|Trustworthy|Threatening|Like they are a problem-solver","Trustworthy|Threatening|Like they are a problem-solver|Confident|Intelligent|Like they are an effective communicator|Dominant","Like they are a problem-solver|Trustworthy|Threatening|Dominant|Intelligent|Confident|Like they are an effective communicator",75,30,45,60,75,40,65,65,75,45,70,60,80,40,60,65,70,20,20,60,"your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your employee?|your boss?|your neighbor?|your close friend?|your work project team member?","your employee?|your work project team member?|your neighbor?|your boss?|your close friend?","",NA,NA,NA,66.25,45,38.75,68.75,35,50,25,45,45,42.5,20,50,446
"Speakers",NA,43,"Some college but no degree","White",NA,"Female","Suburban",NA,2,"Democratic",NA,"The researcher isn't telling me what the study is about. My guess is that the study is about...","Actually about judgements we make based on the voice. Maybe you care about the intonation, maybe about how we feel when there are indicators the person is a certain ethnicity. The stated purpose is dumb and what is presented is not analogous to actual conversation that happens in actual interviews.","Deshawn,Tyrone,Scott,Brad","Aiden|Noah|Tyrone|Jackson|Scott|Liam|Deshawn|Brad","Unsure","2",36,21,28,19,88,84,83,82,"Logan|Terrell|Deshawn|Brett|Keyshawn|Tyrone|Brad|Scott",79,84,77,83,8,27,7,6,"Brad|Deshawn|Terrell|Brett|Tyrone|Keyshawn|Scott|Logan","it worked",4,"FL_144|FL_145|FL_147|FL_146","Deshawn","h","Tyrone","e","Brad","a","Scott","g","Q82|Q84","Q54|Q55",6861,4143,5999,6754,76,68,68,69,62,40,54,48,5,6,9,6,80,69,68,68,82,68,67,66,77,70,65,68,82,52,58,68,"Like they are an effective communicator|Trustworthy|Like they are a problem-solver|Intelligent|Confident|Threatening|Dominant","Dominant|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Confident|Threatening|Trustworthy","Dominant|Like they are a problem-solver|Intelligent|Like they are an effective communicator|Trustworthy|Threatening|Confident","Confident|Trustworthy|Threatening|Like they are a problem-solver|Intelligent|Like they are an effective communicator|Dominant",82,75,70,73,80,73,68,73,81,77,68,74,81,77,70,73,81,75,68,71,"your neighbor?|your employee?|your close friend?|your work project team member?|your boss?","your close friend?|your work project team member?|your employee?|your neighbor?|your boss?","your neighbor?|your employee?|your close friend?|your boss?|your work project team member?","your work project team member?|your neighbor?|your boss?|your employee?|your close friend?","He's reading something so i get little info on how he actually talks and presents himself. But he has a nice enough voice.","Doesn't sound enthused about reading the words. But what does that *really* predict about a prospective employee? (hint: nothing)","Decent enough voice but the personality isn't coming through the way it does in *actual* conversation with all it's unscripted candidness.","Sounds fine.",80.25,64.75,64.5,67.5,24,32,32,31,43,36,43,39.5,447
"Headphones",NA,58,"High school graduate (high school diploma or equivalent including GED)","White",NA,"Male","Urban",NA,7,"Republican",NA,"I do not know what the study is about",NA,"Deshawn,Terrell,Scott,Jackson","Jackson|Lucas|Brad|Liam|Scott|Grayson|Terrell|Deshawn","2","2",0,0,0,0,100,100,100,100,"Keyshawn|Brett|Tyrone|Scott|Deshawn|Brad|Terrell|Logan",100,0,100,100,0,0,0,0,"Brad|Terrell|Tyrone|Brett|Deshawn|Keyshawn|Logan|Scott","none",3,"FL_147|FL_146|FL_145|FL_144","Terrell","g","Deshawn","c","Scott","d","Brad","e","Q84|Q82","Q55|Q54",6754,7187,2593,4143,52,33,51,50,8,4,36,34,54,3,7,5,52,71,71,51,2,34,52,34,5,33,48,15,50,33,50,16,"Trustworthy|Intelligent|Dominant|Threatening|Confident|Like they are an effective communicator|Like they are a problem-solver","Threatening|Confident|Like they are a problem-solver|Trustworthy|Dominant|Like they are an effective communicator|Intelligent","Intelligent|Confident|Trustworthy|Dominant|Like they are an effective communicator|Threatening|Like they are a problem-solver","Dominant|Like they are an effective communicator|Trustworthy|Threatening|Intelligent|Confident|Like they are a problem-solver",52,51,49,47,51,51,50,48,51,52,49,48,51,51,50,48,51,51,49,26,"your boss?|your neighbor?|your work project team member?|your close friend?|your employee?","your employee?|your work project team member?|your boss?|your neighbor?|your close friend?","your employee?|your neighbor?|your boss?|your work project team member?|your close friend?","your boss?|your close friend?|your work project team member?|your neighbor?|your employee?","none","none","none","a little low in volume, otherwise normal",27.25,42.75,55.25,29,48,67,49,50,28,35.5,42.5,42,448
"Speakers",NA,28,"Associate degree in college (2-year)","White",NA,"Female","Urban",NA,3,"None",NA,"The researcher isn't telling me what the study is about. My guess is that the study is about...","I'm guessing that the names listed with recordings might influence responses - e.g. there were ""white"" sounding names like Brad, and ""black"" sounding names like DeShawn.","Deshawn,Keyshawn,Brad,Brett","Elijah|Jackson|Brett|Aiden|Deshawn|William|Keyshawn|Brad","Unsure","Unsure",25,20,10,20,85,70,70,80,"Scott|Tyrone|Logan|Deshawn|Keyshawn|Terrell|Brett|Brad",90,65,97,95,15,10,5,10,"Terrell|Scott|Brad|Logan|Tyrone|Keyshawn|Brett|Deshawn",NA,4,"FL_144|FL_146|FL_147|FL_145","Deshawn","d","Keyshawn","a","Brett","f","Brad","c","Q82|Q84","Q55|Q54",2593,5999,3553,7187,80,65,55,75,30,60,40,30,5,15,15,10,60,65,50,75,60,75,20,45,65,70,35,85,50,80,50,50,"Trustworthy|Like they are an effective communicator|Confident|Dominant|Threatening|Intelligent|Like they are a problem-solver","Confident|Dominant|Threatening|Intelligent|Like they are a problem-solver|Trustworthy|Like they are an effective communicator","Intelligent|Confident|Like they are a problem-solver|Dominant|Trustworthy|Threatening|Like they are an effective communicator","Intelligent|Trustworthy|Like they are an effective communicator|Dominant|Like they are a problem-solver|Threatening|Confident",65,60,35,70,60,50,40,45,80,60,55,65,65,50,40,75,60,60,35,75,"your employee?|your work project team member?|your boss?|your close friend?|your neighbor?","your employee?|your work project team member?|your close friend?|your neighbor?|your boss?","your close friend?|your work project team member?|your boss?|your employee?|your neighbor?","your boss?|your neighbor?|your work project team member?|your close friend?|your employee?","This person has a very calm, laid-back sounding voice. He does not sound very assertive.","This person sounds assertive and confident in their abilities.","This person sounds unsure of himself, maybe doubtful.","This person sounds like they take the time to make sure they do things accurately.",58.75,72.5,38.75,63.75,20,35,45,25,25,47.5,42.5,27.5,449
"Speakers",NA,28,"Some college but no degree","Hispanic/Latino",NA,"Male","Urban",NA,3,"Independent",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Logan,Brett","Noah|Lucas|Tyrone|Grayson|Brett|Liam|Keyshawn|Logan","Unsure","Unsure",50,50,50,51,85,85,85,50,"Brett|Tyrone|Brad|Scott|Deshawn|Logan|Keyshawn|Terrell",50,50,50,50,25,25,25,50,"Deshawn|Brad|Scott|Keyshawn|Terrell|Tyrone|Logan|Brett","None.",4,"FL_147|FL_144|FL_146|FL_145","Keyshawn","c","Tyrone","e","Brett","f","Logan","b","Q84|Q82","Q54|Q55",7187,4143,3553,3890,35,70,40,50,0,30,0,65,0,0,0,0,50,45,40,90,0,55,20,70,20,50,30,60,20,60,30,75,"Like they are a problem-solver|Like they are an effective communicator|Intelligent|Threatening|Confident|Dominant|Trustworthy","Intelligent|Threatening|Dominant|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Confident","Like they are a problem-solver|Intelligent|Threatening|Dominant|Confident|Trustworthy|Like they are an effective communicator","Threatening|Trustworthy|Confident|Like they are a problem-solver|Intelligent|Like they are an effective communicator|Dominant",50,60,50,50,50,50,50,25,50,50,50,50,50,60,40,40,25,60,20,60,"your neighbor?|your close friend?|your boss?|your employee?|your work project team member?","your employee?|your work project team member?|your close friend?|your boss?|your neighbor?","your neighbor?|your close friend?|your employee?|your boss?|your work project team member?","your work project team member?|your boss?|your close friend?|your employee?|your neighbor?","None.","None.","None.","None.",22.5,52.5,30,73.75,65,30,60,50,32.5,30,30,57.5,450
"Headphones",NA,30,"Associate degree in college (2-year)","White",NA,"Male","Urban",NA,7,"Republican",NA,"The study is about predicting personality from voices",NA,"Terrell,Keyshawn,Brad,Brett","Aiden|Liam|Terrell|Lucas|Keyshawn|Noah|Brett|Brad","3","1",0,0,0,0,100,50,100,50,"Brett|Brad|Deshawn|Keyshawn|Scott|Tyrone|Terrell|Logan",100,100,100,100,0,0,50,50,"Brett|Logan|Terrell|Tyrone|Deshawn|Scott|Brad|Keyshawn",NA,4,"FL_146|FL_144|FL_147|FL_145","Keyshawn","e","Terrell","h","Brad","b","Brett","g","Q82|Q84","Q54|Q55",4143,6861,3890,6754,34,70,67,70,40,79,53,0,0,0,0,0,45,70,100,43,19,84,96,73,25,51,40,74,36,94,99,29,"Threatening|Confident|Intelligent|Trustworthy|Like they are an effective communicator|Dominant|Like they are a problem-solver","Like they are a problem-solver|Trustworthy|Intelligent|Dominant|Like they are an effective communicator|Threatening|Confident","Threatening|Like they are a problem-solver|Like they are an effective communicator|Dominant|Confident|Trustworthy|Intelligent","Dominant|Intelligent|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Confident|Threatening",21,56,75,23,85,17,35,19,63,47,55,12,17,6,0,61,18,74,57,0,"your neighbor?|your employee?|your boss?|your close friend?|your work project team member?","your employee?|your boss?|your neighbor?|your work project team member?|your close friend?","your close friend?|your neighbor?|your work project team member?|your boss?|your employee?","your employee?|your boss?|your neighbor?|your work project team member?|your close friend?","He sounds timid.","His voice sounds almost robotic like.","None",NA,31.25,74.75,83.75,54.75,66,30,33,30,53,54.5,43,15,451
