"headphones_speakers","headphones_speakers_other","age","educ","race","race_other","sex","residence","residence_other","pol_ideology","pol_party","pol_party_other","suspicion","suspicion_other","mc_name","mc_name_do","mc_race_w","mc_race_b","b_race_name_1","b_race_name_2","b_race_name_3","b_race_name_4","b_race_name_5","b_race_name_6","b_race_name_7","b_race_name_8","b_race_name_do","w_race_name_1","w_race_name_2","w_race_name_3","w_race_name_4","w_race_name_5","w_race_name_6","w_race_name_7","w_race_name_8","w_race_name_do","feedback","mc_name_score","cond_do","mc_race_q_do","race_name_q_do","trait_do1","trait_do2","trait_do3","trait_do4","role_do1","role_do2","role_do3","role_do4","thoughts1","thoughts2","thoughts3","thoughts4","trust_rev1","trust_rev2","trust_rev3","trust_rev4","id","condition","boss","comm","conf","dom","employee","frnd","idvoice","intell","leadership","name","neighbr","prob","team","threat","threatpotential","trust","voice","cond_race","cond_pitch","cond_pitchC","cond_raceC"
"Headphones",NA,40,"Bachelor's degree in college (4-year)","White",NA,"Female","Suburban",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Brad,Brett","Aiden|Elijah|Keyshawn|Jackson|Brett|William|Brad|Tyrone","2","2",38,9,5,1,81,89,79,88,"Logan|Brett|Keyshawn|Deshawn|Scott|Brad|Tyrone|Terrell",96,92,100,96,3,5,4,3,"Keyshawn|Scott|Brett|Tyrone|Brad|Logan|Deshawn|Terrell",NA,3,"FL_145|FL_144|FL_146|FL_147","Q84|Q82","Q54|Q55","Like they are an effective communicator|Threatening|Intelligent|Dominant|Like they are a problem-solver|Confident|Trustworthy","Confident|Trustworthy|Intelligent|Dominant|Threatening|Like they are an effective communicator|Like they are a problem-solver","Intelligent|Like they are a problem-solver|Confident|Like they are an effective communicator|Dominant|Trustworthy|Threatening","Confident|Dominant|Threatening|Trustworthy|Like they are an effective communicator|Intelligent|Like they are a problem-solver","your employee?|your neighbor?|your work project team member?|your close friend?|your boss?","your boss?|your employee?|your work project team member?|your neighbor?|your close friend?","your neighbor?|your close friend?|your employee?|your work project team member?|your boss?","your neighbor?|your work project team member?|your close friend?|your employee?|your boss?","",NA,NA,NA,6,11,19,33,377,"WH",43,71,60,31,76,77,4143,70,65.25,"Brad",91,60,71,0,25,81,"e","White","High",0.5,0.5
"Speakers",NA,44,"Master's degree","White",NA,"Male","Suburban",NA,6,"Republican",NA,"The study is about predicting personality from voices",NA,"Tyrone,Scott,Logan,William","Elijah|Aiden|Scott|William|Logan|Liam|Tyrone|Keyshawn","3","1",35,15,15,10,85,85,90,80,"Brett|Tyrone|Terrell|Scott|Brad|Logan|Deshawn|Keyshawn",70,85,85,85,5,15,5,30,"Deshawn|Terrell|Scott|Brett|Tyrone|Keyshawn|Logan|Brad","None",3,"FL_145|FL_144|FL_147|FL_146","Q82|Q84","Q55|Q54","Threatening|Confident|Dominant|Like they are an effective communicator|Intelligent|Trustworthy|Like they are a problem-solver","Trustworthy|Dominant|Like they are an effective communicator|Intelligent|Confident|Threatening|Like they are a problem-solver","Intelligent|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Confident|Threatening|Dominant","Trustworthy|Threatening|Like they are a problem-solver|Dominant|Like they are an effective communicator|Confident|Intelligent","your work project team member?|your close friend?|your neighbor?|your boss?|your employee?","your boss?|your close friend?|your employee?|your neighbor?|your work project team member?","your work project team member?|your employee?|your boss?|your close friend?|your neighbor?","your neighbor?|your boss?|your close friend?|your employee?|your work project team member?","Sounds a bit ""nerdy,"" not extremely masculine or dominant","Sounds masculine and intelligent, maybe in mid-30s?","Hard to determine who's behind this voice","Sounded a little like a computer ""robot"" voice",50,35,30,50,378,"WH",65,75,70,40,70,60,6861,70,71.25,"Logan",70,70,65,35,35,70,"h","White","High",0.5,0.5
"Speakers",NA,47,"Master's degree","White",NA,"Female","Suburban",NA,2,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Brad,Logan","Aiden|Lucas|Deshawn|Noah|Brad|Liam|Terrell|Logan","3","Unsure",40,50,20,50,75,75,75,60,"Brad|Scott|Logan|Deshawn|Tyrone|Brett|Keyshawn|Terrell",60,50,80,50,25,25,25,35,"Keyshawn|Tyrone|Brad|Deshawn|Logan|Brett|Terrell|Scott",NA,4,"FL_145|FL_146|FL_144|FL_147","Q84|Q82","Q54|Q55","Dominant|Like they are a problem-solver|Confident|Threatening|Intelligent|Like they are an effective communicator|Trustworthy","Trustworthy|Confident|Like they are an effective communicator|Like they are a problem-solver|Intelligent|Dominant|Threatening","Trustworthy|Threatening|Like they are a problem-solver|Confident|Like they are an effective communicator|Intelligent|Dominant","Dominant|Like they are a problem-solver|Intelligent|Confident|Like they are an effective communicator|Trustworthy|Threatening","your close friend?|your employee?|your work project team member?|your boss?|your neighbor?","your work project team member?|your boss?|your close friend?|your neighbor?|your employee?","your boss?|your neighbor?|your employee?|your close friend?|your work project team member?","your work project team member?|your close friend?|your neighbor?|your boss?|your employee?","This person sounded very confident.","They don't sound emotionally available - it's empty and just a bit threatening.","He sounded comfortable and at ease with himself.","Person lacked enthusiasm and I don't think I'd like to be around someone who sounds this melancholy.",30,60,30,50,379,"WH",70,70,60,10,80,50,7187,50,57.5,"Logan",80,50,80,10,20,70,"c","White","High",0.5,0.5
"Speakers",NA,66,"Master's degree","White",NA,"Female","Rural",NA,3,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Logan,Brett","Elijah|William|Brett|Grayson|Deshawn|Jackson|Logan|Tyrone","3","1",49,41,20,34,80,65,80,51,"Brad|Logan|Terrell|Tyrone|Keyshawn|Scott|Brett|Deshawn",71,75,65,70,18,50,18,56,"Tyrone|Keyshawn|Brett|Scott|Deshawn|Brad|Logan|Terrell","none",3,"FL_145|FL_146|FL_144|FL_147","Q82|Q84","Q55|Q54","Intelligent|Trustworthy|Threatening|Like they are a problem-solver|Dominant|Like they are an effective communicator|Confident","Like they are a problem-solver|Dominant|Intelligent|Trustworthy|Threatening|Like they are an effective communicator|Confident","Threatening|Like they are an effective communicator|Dominant|Trustworthy|Confident|Like they are a problem-solver|Intelligent","Threatening|Like they are an effective communicator|Confident|Trustworthy|Intelligent|Dominant|Like they are a problem-solver","your work project team member?|your boss?|your close friend?|your employee?|your neighbor?","your work project team member?|your close friend?|your neighbor?|your employee?|your boss?","your employee?|your boss?|your neighbor?|your close friend?|your work project team member?","your work project team member?|your neighbor?|your close friend?|your employee?|your boss?","His use of pauses was interesting.","His voice was clear, the information but just sort of cut and dried.","Not really.  It was not unpleasant to listen to","His voice was pleasant, but perhaps to much ""low and slow"" to convey the information.",40,18,39,40,380,"WH",61,60,62,39,61,60,2593,62,61.25,"Logan",71,61,60,9,39,61,"d","White","High",0.5,0.5
"Speakers",NA,63,"Some college but no degree","White",NA,"Female","Rural",NA,5,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Brad,Brett","Lucas|Liam|Brad|Grayson|Brett|Aiden|Deshawn|Keyshawn","3","1",5,5,5,5,85,85,85,85,"Keyshawn|Tyrone|Brett|Scott|Terrell|Logan|Deshawn|Brad",80,80,86,80,5,1,5,1,"Keyshawn|Tyrone|Terrell|Deshawn|Brad|Scott|Logan|Brett","No problems with survey",4,"FL_146|FL_145|FL_147|FL_144","Q82|Q84","Q55|Q54","Dominant|Threatening|Like they are a problem-solver|Confident|Like they are an effective communicator|Trustworthy|Intelligent","Intelligent|Like they are a problem-solver|Dominant|Threatening|Confident|Like they are an effective communicator|Trustworthy","Intelligent|Trustworthy|Confident|Like they are a problem-solver|Threatening|Dominant|Like they are an effective communicator","Like they are a problem-solver|Threatening|Dominant|Trustworthy|Intelligent|Like they are an effective communicator|Confident","your work project team member?|your close friend?|your boss?|your employee?|your neighbor?","your boss?|your neighbor?|your work project team member?|your close friend?|your employee?","your employee?|your close friend?|your neighbor?|your work project team member?|your boss?","your close friend?|your boss?|your neighbor?|your work project team member?|your employee?","His voice was soothing.","His voice was a bit annoying.","No","No",20,25,20,50,381,"WH",80,80,95,60,80,50,3890,90,86.25,"Brett",75,80,85,1,40,80,"b","White","High",0.5,0.5
"Speakers",NA,55,"Bachelor's degree in college (4-year)","White",NA,"Female","Suburban",NA,3,"Democratic",NA,"The study is about predicting personality from voices",NA,"Logan,Brett,Jackson,Aiden","Aiden|William|Logan|Jackson|Terrell|Elijah|Keyshawn|Brett","4","0",24,20,20,24,77,76,76,75,"Terrell|Tyrone|Logan|Brad|Keyshawn|Scott|Brett|Deshawn",72,73,72,74,20,19,20,20,"Scott|Terrell|Deshawn|Brad|Logan|Keyshawn|Tyrone|Brett",NA,2,"FL_145|FL_147|FL_144|FL_146","Q84|Q82","Q54|Q55","Intelligent|Threatening|Like they are an effective communicator|Like they are a problem-solver|Trustworthy|Dominant|Confident","Dominant|Intelligent|Like they are a problem-solver|Confident|Like they are an effective communicator|Trustworthy|Threatening","Like they are an effective communicator|Intelligent|Threatening|Confident|Dominant|Trustworthy|Like they are a problem-solver","Like they are a problem-solver|Trustworthy|Dominant|Intelligent|Like they are an effective communicator|Confident|Threatening","your neighbor?|your work project team member?|your boss?|your employee?|your close friend?","your neighbor?|your work project team member?|your boss?|your close friend?|your employee?","your boss?|your work project team member?|your neighbor?|your close friend?|your employee?","your close friend?|your neighbor?|your work project team member?|your employee?|your boss?","Strong confident voice","Sounds like a computer","TImid person","Better voice than the prior person",35,44,55,40,382,"WH",44,45,45,45,44,44,6754,45,45,"Logan",51,45,44,10,50,45,"g","White","High",0.5,0.5
"Headphones",NA,31,"Some college but no degree","Hispanic/Latino",NA,"Male","Suburban",NA,2,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Scott,Brett","Lucas|Grayson|Brett|Noah|Tyrone|Liam|Scott|Keyshawn","4","0",28,50,0,35,100,100,100,100,"Terrell|Logan|Scott|Tyrone|Deshawn|Brett|Keyshawn|Brad",100,90,100,100,0,0,0,23,"Brad|Logan|Terrell|Deshawn|Keyshawn|Brett|Scott|Tyrone",NA,4,"FL_147|FL_146|FL_144|FL_145","Q82|Q84","Q55|Q54","Trustworthy|Like they are an effective communicator|Confident|Like they are a problem-solver|Dominant|Threatening|Intelligent","Like they are an effective communicator|Dominant|Trustworthy|Like they are a problem-solver|Threatening|Confident|Intelligent","Threatening|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Confident|Trustworthy|Dominant","Trustworthy|Threatening|Confident|Intelligent|Dominant|Like they are an effective communicator|Like they are a problem-solver","your employee?|your boss?|your neighbor?|your close friend?|your work project team member?","your close friend?|your work project team member?|your neighbor?|your boss?|your employee?","your neighbor?|your boss?|your employee?|your close friend?|your work project team member?","your boss?|your close friend?|your employee?|your work project team member?|your neighbor?","His voice seems too laid back like he doesn't care.","His voice is calm and confident.","His voice is clear and easy to understand.","Sounds very calm and carefree.",48,2,5,30,383,"WH",92,100,91,70,95,96,6861,90,95.25,"Scott",98,100,95,0,37.5,95,"h","White","High",0.5,0.5
"Headphones",NA,24,"Bachelor's degree in college (4-year)","White",NA,"Female","Urban",NA,2,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Terrell,Brett","Grayson|William|Scott|Lucas|Tyrone|Elijah|Terrell|Brett","3","1",43,42,5,9,98,88,97,66,"Tyrone|Deshawn|Keyshawn|Logan|Brett|Scott|Terrell|Brad",55,75,100,100,7,12,7,35,"Terrell|Brett|Brad|Keyshawn|Deshawn|Logan|Tyrone|Scott",NA,3,"FL_146|FL_145|FL_144|FL_147","Q82|Q84","Q55|Q54","Confident|Trustworthy|Dominant|Like they are an effective communicator|Threatening|Like they are a problem-solver|Intelligent","Like they are an effective communicator|Confident|Dominant|Like they are a problem-solver|Threatening|Trustworthy|Intelligent","Confident|Dominant|Like they are a problem-solver|Threatening|Intelligent|Like they are an effective communicator|Trustworthy","Threatening|Like they are a problem-solver|Confident|Like they are an effective communicator|Intelligent|Trustworthy|Dominant","your employee?|your close friend?|your neighbor?|your work project team member?|your boss?","your neighbor?|your work project team member?|your close friend?|your employee?|your boss?","your boss?|your work project team member?|your neighbor?|your close friend?|your employee?","your close friend?|your boss?|your neighbor?|your employee?|your work project team member?","Sounded careful, almost robotic at one point","Sounded dragging, bored almost","Calming, smooth, concise","Confident",30,42,32,44,384,"WH",84,79,76,11,84,89,3890,71,70.75,"Scott",92,57,85,7,21.5,68,"b","White","High",0.5,0.5
"Speakers",NA,32,"Bachelor's degree in college (4-year)","White",NA,"Male","Rural",NA,3,"Independent",NA,"The study is about predicting personality from voices",NA,"Keyshawn,Brad,Brett","Noah|Aiden|Brad|Jackson|Deshawn|Liam|Keyshawn|Brett","2","2",3,51,49,1,99,99,100,62,"Logan|Keyshawn|Brett|Tyrone|Brad|Scott|Deshawn|Terrell",82,62,67,99,0,0,0,39,"Tyrone|Brad|Deshawn|Terrell|Keyshawn|Brett|Logan|Scott",NA,3,"FL_146|FL_147|FL_145|FL_144","Q82|Q84","Q55|Q54","Like they are a problem-solver|Dominant|Threatening|Trustworthy|Confident|Like they are an effective communicator|Intelligent","Intelligent|Dominant|Confident|Like they are a problem-solver|Trustworthy|Like they are an effective communicator|Threatening","Intelligent|Confident|Like they are a problem-solver|Like they are an effective communicator|Trustworthy|Dominant|Threatening","Like they are a problem-solver|Intelligent|Trustworthy|Like they are an effective communicator|Threatening|Confident|Dominant","your employee?|your work project team member?|your close friend?|your boss?|your neighbor?","your boss?|your neighbor?|your work project team member?|your employee?|your close friend?","your close friend?|your boss?|your work project team member?|your employee?|your neighbor?","your neighbor?|your close friend?|your work project team member?|your boss?|your employee?","Meek","Calm and we'll spoken","In a hurry",NA,48,28,51,58,385,"WH",80,83,73,52,89,63,5999,60,66.75,"Brett",67,51,81,17,51.5,49,"a","White","High",0.5,0.5
"Speakers",NA,36,"Associate degree in college (2-year)","White",NA,"Male","Rural",NA,5,"Independent",NA,"The study is about predicting personality from voices",NA,"Keyshawn,Scott,Brad,Noah","Liam|Noah|Terrell|Lucas|Keyshawn|Grayson|Brad|Scott","2","1",36,41,38,53,93,65,98,63,"Terrell|Brett|Brad|Tyrone|Scott|Deshawn|Logan|Keyshawn",68,93,77,52,10,49,7,44,"Keyshawn|Deshawn|Terrell|Brett|Tyrone|Scott|Brad|Logan","I found it fascinating. Thank you for the opportunity, it is very much appreciated. I hope I was able to contribute something of worth.",3,"FL_146|FL_144|FL_147|FL_145","Q84|Q82","Q54|Q55","Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Threatening|Dominant|Confident|Intelligent","Like they are an effective communicator|Confident|Dominant|Like they are a problem-solver|Threatening|Trustworthy|Intelligent","Trustworthy|Confident|Dominant|Threatening|Like they are an effective communicator|Intelligent|Like they are a problem-solver","Threatening|Like they are an effective communicator|Dominant|Confident|Intelligent|Trustworthy|Like they are a problem-solver","your boss?|your close friend?|your neighbor?|your work project team member?|your employee?","your neighbor?|your boss?|your close friend?|your employee?|your work project team member?","your employee?|your close friend?|your neighbor?|your boss?|your work project team member?","your neighbor?|your close friend?|your work project team member?|your employee?|your boss?","No, not really.","Seems pretty average.","Seems to be pretty average.","Sounds strong.",59,56,50,41,386,"WH",25,67,57,49,51,46,3890,61,59.5,"Brad",53,53,53,1,49.5,50,"b","White","High",0.5,0.5
"Speakers",NA,30,"Master's degree","White",NA,"Female","Urban",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Keyshawn,Brad,Brett","Jackson|Grayson|Keyshawn|William|Brad|Liam|Brett|Tyrone","3","1",0,12,19,38,83,99,92,71,"Brett|Keyshawn|Brad|Terrell|Deshawn|Scott|Logan|Tyrone",0,38,13,50,92,100,93,100,"Tyrone|Keyshawn|Deshawn|Logan|Terrell|Brad|Scott|Brett","No issues!",3,"FL_144|FL_147|FL_146|FL_145","Q84|Q82","Q55|Q54","Dominant|Trustworthy|Confident|Intelligent|Like they are a problem-solver|Like they are an effective communicator|Threatening","Dominant|Trustworthy|Confident|Like they are an effective communicator|Like they are a problem-solver|Threatening|Intelligent","Like they are a problem-solver|Confident|Threatening|Trustworthy|Like they are an effective communicator|Intelligent|Dominant","Confident|Threatening|Intelligent|Trustworthy|Like they are a problem-solver|Like they are an effective communicator|Dominant","your neighbor?|your close friend?|your boss?|your employee?|your work project team member?","your neighbor?|your employee?|your boss?|your close friend?|your work project team member?","your boss?|your work project team member?|your neighbor?|your employee?|your close friend?","your neighbor?|your employee?|your work project team member?|your boss?|your close friend?","He speaks well and clearly","He doesn't seem as confident","He speaks clearly","He seems a little hesitant in parts",35,43,0,17,387,"WH",80,73,82,58,75,62,5999,77,74.75,"Brad",89,67,79,0,29,100,"a","White","High",0.5,0.5
"Headphones",NA,29,"Some college but no degree","White",NA,"Male","Rural",NA,0,"Other","Green","The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Scott,Brett","Noah|Liam|Tyrone|Elijah|Scott|Aiden|Keyshawn|Brett","4","0",50,50,50,50,50,50,50,50,"Scott|Deshawn|Logan|Keyshawn|Brad|Terrell|Brett|Tyrone",50,50,50,50,50,50,50,50,"Brad|Keyshawn|Brett|Deshawn|Logan|Tyrone|Terrell|Scott","None",4,"FL_147|FL_144|FL_145|FL_146","Q84|Q82","Q54|Q55","Like they are a problem-solver|Intelligent|Confident|Threatening|Like they are an effective communicator|Dominant|Trustworthy","Dominant|Confident|Like they are a problem-solver|Intelligent|Threatening|Like they are an effective communicator|Trustworthy","Like they are a problem-solver|Confident|Like they are an effective communicator|Dominant|Trustworthy|Intelligent|Threatening","Threatening|Intelligent|Like they are an effective communicator|Confident|Like they are a problem-solver|Trustworthy|Dominant","your boss?|your work project team member?|your neighbor?|your close friend?|your employee?","your neighbor?|your employee?|your work project team member?|your boss?|your close friend?","your neighbor?|your work project team member?|your close friend?|your employee?|your boss?","your boss?|your employee?|your close friend?|your neighbor?|your work project team member?","",NA,NA,NA,50,40,42,9,388,"WH",65,50,47,30,60,44,4143,65,53,"Brett",70,50,71,5,36,58,"e","White","High",0.5,0.5
"Headphones",NA,33,"Doctoral degree","White",NA,"Male","Urban",NA,3,"Independent",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Brad,Brett","Jackson|Lucas|Brad|Noah|Brett|Elijah|Deshawn|Keyshawn","3","1",20,28,28,29,94,76,94,72,"Terrell|Brett|Brad|Logan|Tyrone|Deshawn|Keyshawn|Scott",81,61,64,72,9,25,11,29,"Terrell|Scott|Tyrone|Logan|Brett|Keyshawn|Deshawn|Brad","No issues",4,"FL_145|FL_146|FL_147|FL_144","Q82|Q84","Q55|Q54","Intelligent|Trustworthy|Like they are an effective communicator|Dominant|Like they are a problem-solver|Threatening|Confident","Like they are an effective communicator|Dominant|Intelligent|Trustworthy|Confident|Like they are a problem-solver|Threatening","Dominant|Like they are an effective communicator|Intelligent|Threatening|Confident|Like they are a problem-solver|Trustworthy","Confident|Like they are an effective communicator|Trustworthy|Intelligent|Like they are a problem-solver|Threatening|Dominant","your close friend?|your neighbor?|your employee?|your work project team member?|your boss?","your work project team member?|your boss?|your neighbor?|your employee?|your close friend?","your boss?|your neighbor?|your employee?|your close friend?|your work project team member?","your neighbor?|your work project team member?|your close friend?|your employee?|your boss?","None","None","None","None",21,22,28,24,389,"WH",29,44,75,71,73,19,3553,44,53.25,"Brad",60,50,40,19,49.5,72,"f","White","High",0.5,0.5
"Speakers",NA,64,"Master's degree","White",NA,"Male","Suburban",NA,5,"Republican",NA,"The study is about predicting personality from voices",NA,"Terrell,Brad","Grayson|Lucas|Scott|Noah|Brad|Jackson|Deshawn|Terrell","Unsure","Unsure",10,20,28,12,93,92,91,38,"Logan|Brett|Scott|Terrell|Deshawn|Keyshawn|Brad|Tyrone",54,94,89,91,10,7,7,65,"Brett|Brad|Terrell|Logan|Deshawn|Scott|Keyshawn|Tyrone","Thank you.",2,"FL_144|FL_147|FL_145|FL_146","Q84|Q82","Q54|Q55","Like they are a problem-solver|Trustworthy|Threatening|Intelligent|Confident|Like they are an effective communicator|Dominant","Trustworthy|Confident|Dominant|Intelligent|Like they are an effective communicator|Threatening|Like they are a problem-solver","Like they are an effective communicator|Dominant|Like they are a problem-solver|Trustworthy|Threatening|Confident|Intelligent","Dominant|Threatening|Like they are an effective communicator|Confident|Intelligent|Trustworthy|Like they are a problem-solver","your neighbor?|your work project team member?|your boss?|your employee?|your close friend?","your employee?|your work project team member?|your close friend?|your boss?|your neighbor?","your close friend?|your boss?|your work project team member?|your neighbor?|your employee?","your work project team member?|your employee?|your close friend?|your neighbor?|your boss?","it seems rather bland...a bit of smugness in the tone","too much monotone, not much emotion","the voice was louder, more confident","the pause in the recording didn't give me confidence in the message. it communicated a bit of impatience.",44,47,30,48,390,"WH",72,70,81,75,77,68,6861,83,75,"Brad",71,66,78,6,52.5,70,"h","White","High",0.5,0.5
"Speakers",NA,29,"Associate degree in college (2-year)","White",NA,"Female","Suburban",NA,3,"Democratic",NA,"The study is about predicting personality from voices",NA,"Deshawn,Keyshawn,Brad,Brett","Lucas|Elijah|Keyshawn|William|Deshawn|Grayson|Brett|Brad","2","2",18,39,12,36,93,98,94,83,"Keyshawn|Terrell|Brett|Scott|Deshawn|Logan|Brad|Tyrone",93,87,77,84,9,2,13,11,"Terrell|Deshawn|Keyshawn|Logan|Scott|Brett|Tyrone|Brad",NA,4,"FL_145|FL_144|FL_147|FL_146","Q84|Q82","Q55|Q54","Threatening|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Dominant|Intelligent|Confident","Trustworthy|Like they are an effective communicator|Threatening|Dominant|Intelligent|Like they are a problem-solver|Confident","Like they are an effective communicator|Like they are a problem-solver|Trustworthy|Dominant|Intelligent|Confident|Threatening","Dominant|Intelligent|Like they are an effective communicator|Trustworthy|Like they are a problem-solver|Confident|Threatening","your employee?|your close friend?|your work project team member?|your boss?|your neighbor?","your boss?|your neighbor?|your employee?|your close friend?|your work project team member?","your employee?|your neighbor?|your close friend?|your work project team member?|your boss?","your work project team member?|your close friend?|your boss?|your employee?|your neighbor?","No","No","No",NA,25,7,46,29,391,"WH",61,79,71,36,81,60,2593,71,73.25,"Brett",73,72,58,34,41,54,"d","White","High",0.5,0.5
"Headphones",NA,25,"Bachelor's degree in college (4-year)","Asian",NA,"Female","Suburban",NA,0,"None",NA,"The study is about predicting personality from voices",NA,"Deshawn,Terrell,Brad,Brett","Jackson|Noah|Terrell|Elijah|Brad|Grayson|Brett|Deshawn","4","Unsure",18,32,30,15,75,70,75,78,"Deshawn|Brett|Tyrone|Brad|Keyshawn|Terrell|Scott|Logan",70,60,65,80,20,25,20,20,"Brett|Deshawn|Brad|Keyshawn|Tyrone|Terrell|Scott|Logan","N/A",4,"FL_147|FL_146|FL_144|FL_145","Q84|Q82","Q55|Q54","Dominant|Confident|Like they are a problem-solver|Trustworthy|Like they are an effective communicator|Threatening|Intelligent","Like they are a problem-solver|Intelligent|Like they are an effective communicator|Confident|Threatening|Dominant|Trustworthy","Dominant|Confident|Intelligent|Threatening|Like they are a problem-solver|Like they are an effective communicator|Trustworthy","Threatening|Trustworthy|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Dominant|Confident","your work project team member?|your neighbor?|your employee?|your close friend?|your boss?","your work project team member?|your close friend?|your employee?|your neighbor?|your boss?","your neighbor?|your employee?|your work project team member?|your boss?|your close friend?","your close friend?|your neighbor?|your boss?|your work project team member?|your employee?","His voice is calm and soft.","His voice is deep and gravelly-sounding.","No.","No.",30,50,65,30,392,"WH",50,60,45,35,40,65,3890,60,52.5,"Brad",55,45,50,0,50,35,"b","White","High",0.5,0.5
"Speakers",NA,33,"Bachelor's degree in college (4-year)","Hispanic/Latino",NA,"Male","Urban",NA,4,"Democratic",NA,"The researcher isn't telling me what the study is about. My guess is that the study is about...","how people's name will make me feel about their work performance.","Deshawn,Tyrone,Brad,Logan","Grayson|Lucas|Logan|Noah|Brad|Liam|Deshawn|Tyrone","2","2",57,1,8,8,97,100,96,99,"Brad|Brett|Terrell|Deshawn|Keyshawn|Logan|Scott|Tyrone",49,96,97,89,4,4,7,4,"Logan|Brad|Deshawn|Scott|Terrell|Brett|Tyrone|Keyshawn","none",4,"FL_147|FL_144|FL_146|FL_145","Q82|Q84","Q54|Q55","Threatening|Dominant|Trustworthy|Like they are an effective communicator|Like they are a problem-solver|Intelligent|Confident","Intelligent|Threatening|Like they are a problem-solver|Dominant|Like they are an effective communicator|Trustworthy|Confident","Threatening|Intelligent|Confident|Trustworthy|Like they are a problem-solver|Dominant|Like they are an effective communicator","Like they are a problem-solver|Intelligent|Threatening|Dominant|Like they are an effective communicator|Confident|Trustworthy","your close friend?|your employee?|your neighbor?|your boss?|your work project team member?","your work project team member?|your neighbor?|your employee?|your boss?|your close friend?","your boss?|your close friend?|your work project team member?|your neighbor?|your employee?","your employee?|your close friend?|your work project team member?|your neighbor?|your boss?","None","He sounds lazy","None","If he's my boss then he'll be a pushover.",79,34,42,12,393,"WH",4,69,9,3,60,15,6861,74,43.5,"Logan",26,22,12,4,22.5,58,"h","White","High",0.5,0.5
"Headphones",NA,54,"Master's degree","White",NA,"Male","Suburban",NA,0,"Democratic",NA,"The study is about predicting personality from voices",NA,"Tyrone,Keyshawn,Scott,Logan","Elijah|William|Tyrone|Jackson|Scott|Aiden|Keyshawn|Logan","2","2",10,0,0,0,100,90,100,100,"Deshawn|Brett|Terrell|Scott|Tyrone|Brad|Logan|Keyshawn",90,100,100,100,0,10,0,10,"Brett|Brad|Tyrone|Terrell|Scott|Logan|Deshawn|Keyshawn","FYI, when it came to cues about ""threatening"" voices, I suspect I was reacting more to ""masculine/less masculine"" than ""black/white""",4,"FL_145|FL_147|FL_146|FL_144","Q84|Q82","Q55|Q54","Trustworthy|Intelligent|Like they are an effective communicator|Like they are a problem-solver|Dominant|Confident|Threatening","Threatening|Confident|Like they are a problem-solver|Dominant|Like they are an effective communicator|Trustworthy|Intelligent","Like they are an effective communicator|Trustworthy|Confident|Dominant|Like they are a problem-solver|Intelligent|Threatening","Like they are an effective communicator|Dominant|Like they are a problem-solver|Threatening|Confident|Intelligent|Trustworthy","your neighbor?|your boss?|your close friend?|your work project team member?|your employee?","your boss?|your neighbor?|your employee?|your work project team member?|your close friend?","your employee?|your work project team member?|your neighbor?|your boss?|your close friend?","your boss?|your employee?|your work project team member?|your close friend?|your neighbor?","Sounds a bit uncertain compared to the last one, but is it the accent?","He sounds like he's reading it without feeling it","The only guy so far who sounds smart and engaged","Sounds bored but a bit smarter than first guy",20,50,15,50,394,"WH",100,100,100,85,100,90,6861,100,100,"Scott",100,100,100,1,50,85,"h","White","High",0.5,0.5
